LavatoryID	Description	City	Street	Number (Time)	PostalCode	Country	Longitude	Latitude	isOwnedByWall	isHandicappedAccessible	Price	canBePayedWithCoins	canBePayedInApp	canBePayedWithNFC	hasChangingTable	LabelID
Wall_120211	Wall CT, Priesterweg	Berlin	Priesterweg	S-Bahnhof (0-24 Uhr)	12157	Deutschland	13,355711	52,459251	1	1	0,5	1	1	0	0	1
Wall_120212	Wall CT, Marienfelder Allee	Berlin	Marienfelder Allee	144-146 (0-24 Uhr)	12277	Deutschland	13,36315439	52,41349844	1	1	0,5	1	1	0	0	1
Wall_120213	Wall CT, Friedrichstr.	Berlin	Friedrichstr.	ggü. 10-11 (0-24 Uhr)	10969	Deutschland	13,391234	52,501269	1	1	0,5	1	1	0	0	1
Wall_120214	Wall CT, Im Domstift	Berlin	Im Domstift	(0-24 Uhr)	12309	Deutschland	13,41016173	52,38777878	1	1	0,5	1	1	0	0	1
Wall_120215	Wall CT, Nöldnerplatz, Archibaldweg	Berlin	Nöldnerplatz, Archibaldweg	(0-24 Uhr)	10317	Deutschland	13,48398	52,50302	1	1	0,5	1	1	0	0	1
Wall_120216	Wall CT, Marzahner Promenade (Fußgängerzone)	Berlin	Marzahner Promenade (Fußgängerzone)	30-33 (0-24 Uhr)	12679	Deutschland	13,549245	52,544367	1	1	0,5	1	1	0	0	1
Wall_120222	Wall CT, Waldstr.	Berlin	Waldstr.	1 (0-24 Uhr)	10551	Deutschland	13,33060649	52,52741489	1	1	0,5	1	1	0	0	1
Wall_120223	Wall CT, Hugenottenplatz, Schweizer Tal	Berlin	Hugenottenplatz, Schweizer Tal	ggü. 48 (0-24 Uhr)	13127	Deutschland	13,42056481	52,60714453	1	1	0,5	1	1	0	0	1
Wall_120224	Wall CT, Hohenzollerndamm	Berlin	Hohenzollerndamm	(0-24 Uhr)	14199	Deutschland	13,28197635	52,47694105	1	1	0,5	1	1	0	0	1
Wall_120225	Wall CT, Wilhelminenhofstr.	Berlin	Wilhelminenhofstr.	54 (0-24 Uhr)	12459	Deutschland	13,52667175	52,45859286	1	1	0,5	1	1	0	0	1
Wall_120226	Wall CT, Bundesallee, Friedrich-Wilhelm-Platz	Berlin	Bundesallee, Friedrich-Wilhelm-Platz	4 (0-24 Uhr)	12161	Deutschland	13,32793177	52,47256281	1	1	0,5	1	1	0	0	1
Wall_120227	Wall CT, Achillesstr.	Berlin	Achillesstr.	ggü. 59 (0-24 Uhr)	13125	Deutschland	13,48851	52,617635	1	1	0,5	1	1	0	0	1
Wall_120228	Wall CT, S-Bhf. Wilhelmshagen, Schönblicker Str.	Berlin	S-Bhf. Wilhelmshagen, Schönblicker Str.	(0-24 Uhr)	12589	Deutschland	13,72100464	52,43908174	1	1	0,5	1	1	0	0	1
Wall_120230	Wall CT, Eberbacher Str.	Berlin	Eberbacher Str.	24 (0-24 Uhr)	14197	Deutschland	13,30926853	52,47332458	1	1	0,5	1	1	0	0	1
Wall_120403	Wall CT, Weitlingstr.	Berlin	Weitlingstr.	2 (0-24 Uhr)	10317	Deutschland	13,4993597	52,51063188	1	1	0,5	1	1	0	0	1
Wall_120443	Toilette Grünberger Str.	Berlin	Boxhagener Platz, Gärtnerstr.	ggü. 12-13 (0-24 Uhr)	10245	Deutschland	13,46065563	52,51069716	1	0	0	0	0	0	0	5
Wall_120446	Wall CT, Breitenbachplatz	Berlin	Breitenbachplatz	8 (0-24 Uhr)	14195	Deutschland	13,30866482	52,46723679	1	1	0,5	1	1	0	0	1
Wall_120447	Wall CT, Griechische Allee	Berlin	Griechische Allee	2 (0-24 Uhr)	12459	Deutschland	13,51389091	52,46463708	1	1	0,5	1	1	0	0	1
Wall_120448	Wall CT, Hempelsteig	Berlin	Hempelsteig	hinter 1A (0-24 Uhr)	14052	Deutschland	13,240857	52,525505	1	1	0,5	1	1	0	0	1
Wall_120449	Wall CT, Goerzallee	Berlin	Goerzallee	1-3 (0-24 Uhr)	12207	Deutschland	13,30931569	52,43090189	1	1	0,5	1	1	0	0	1
Wall_120450	Wall CT, Munsterdamm	Berlin	Munsterdamm	(0-24 Uhr)	12157	Deutschland	13,34910572	52,45855306	1	1	0,5	1	1	0	0	1
Wall_120451	Wall CT, Ostpreußendamm	Berlin	Ostpreußendamm	83 (0-24 Uhr)	12207	Deutschland	13,30486876	52,41756857	1	1	0,5	1	1	0	0	1
Wall_120493	Wall CT, Steglitzer Damm	Berlin	Steglitzer Damm	vor 39/39a (0-24 Uhr)	12169	Deutschland	13,34281826	52,45068359	1	1	0,5	1	1	0	0	1
Wall_120495	Wall CT, S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str.	Berlin	S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str.	28 (0-24 Uhr)	13059	Deutschland	13,50467113	52,5733301	1	1	0,5	1	1	0	0	1
Wall_120496	Wall CT, Landsberger Allee	Berlin	Landsberger Allee	(0-24 Uhr)	10369	Deutschland	13,47069502	52,53100821	1	1	0,5	1	1	0	0	1
Wall_120497	Wall CT, S-Bhf. Karlshorst, Stolzenfelsstr.	Berlin	S-Bhf. Karlshorst, Stolzenfelsstr.	(0-24 Uhr)	10318	Deutschland	13,52601743	52,48132515	1	1	0,5	1	1	0	0	1
Wall_12050	Wall CT, Burgstr. (James-Simon-Park)	Berlin	Burgstr. (James-Simon-Park)	ggü. 28 (0-24 Uhr)	10178	Deutschland	13,40042936	52,52199959	1	1	0,5	1	0	0	0	2
Wall_12051	Toilette Bernauer Str. (DLRG-Rettungsstelle/Badestelle/Fähre) (ex. Bernauer Str. an der Badestelle (Reiswerder))	Berlin	Zufahrt Insel Reiswerder	(0-24 Uhr)	13629	Deutschland	13,25655556	52,56813889	1	0	0	0	0	0	0	5
Wall_120510	Wall CT, Boulevard Kastanienallee	Berlin	Boulevard Kastanienallee	(0-24 Uhr)	12619	Deutschland	13,60335231	52,53191205	1	1	0,5	1	1	0	0	1
Wall_120511	Wall CT, Attilaplatz, Attilastr.	Berlin	Attilaplatz, Attilastr.	ggü. 176 (0-24 Uhr)	12105	Deutschland	13,37599736	52,45591139	1	1	0,5	1	1	0	0	1
Wall_120512	Wall CT, Hranitzkistr.	Berlin	Hranitzkistr.	(0-24 Uhr)	12277	Deutschland	13,37109775	52,42251984	1	1	0,5	1	1	0	0	1
Wall_120737	Wall CT, Leipziger Straße Spittelmarkt	Berlin	Leipziger Straße Spittelmarkt	(0-24 Uhr)	10117	Deutschland	13,4007839	52,5116669	1	1	0,5	1	1	0	0	1
Wall_120738	Wall CT, Hermannplatz	Berlin	Hermannplatz	9 (0-24 Uhr)	10967	Deutschland	13,42529799	52,4876315	1	1	0,5	1	1	0	0	1
Wall_120739	Wall CT, Antonplatz, Berliner Allee	Berlin	Antonplatz, Berliner Allee	34 (0-24 Uhr)	13088	Deutschland	13,45123671	52,548166	1	1	0,5	1	1	0	0	1
Wall_120740	Wall CT, S-Bhf. Frohnau, Welfenallee	Berlin	S-Bhf. Frohnau, Welfenallee	1-5 (0-24 Uhr)	13465	Deutschland	13,28900793	52,6319858	1	1	0,5	1	1	0	0	1
Wall_120741	Wall CT, Rudower Chaussee	Berlin	Rudower Chaussee	1-3 (0-24 Uhr)	12489	Deutschland	13,53926	52,43443	1	1	0,5	1	1	0	0	1
Wall_120742	Wall CT, Neuendorfer Str.	Berlin	Neuendorfer Str.	2 (0-24 Uhr)	13585	Deutschland	13,20563531	52,54143399	1	1	0,5	1	1	0	0	1
Wall_120744	Wall CT, Hohenzollernplatz, Hohenzollerndamm	Berlin	Hohenzollernplatz, Hohenzollerndamm	199 (0-24 Uhr)	10717	Deutschland	13,32505638	52,49401382	1	1	0,5	1	1	0	0	1
Wall_120745	Wall CT, S-Bhf. Biesdorf, Wuhlgartenweg	Berlin	S-Bhf. Biesdorf, Wuhlgartenweg	(0-24 Uhr)	12683	Deutschland	13,55491781	52,51342021	1	1	0,5	1	1	0	0	1
Wall_120746	Wall CT, Innsbrucker Platz	Berlin	Innsbrucker Platz	(0-24 Uhr)	10825	Deutschland	13,34347128	52,47867558	1	1	0,5	1	1	0	0	1
Wall_120747	Wall CT, Wernsdorfer Str.	Berlin	Wernsdorfer Str.	ggü. 1 (0-24 Uhr)	12527	Deutschland	13,64932986	52,375817	1	1	0,5	1	1	0	0	1
Wall_120748	Wall CT, Winterfeldtplatz, Hohenstaufenstr.	Berlin	Winterfeldtplatz, Hohenstaufenstr.	1 (0-24 Uhr)	10781	Deutschland	13,35362219	52,494878	1	1	0,5	1	1	0	0	1
Wall_120749	Wall CT, George-Grosz-Platz, Kurfürstendamm	Berlin	George-Grosz-Platz, Kurfürstendamm	50 (0-24 Uhr)	10707	Deutschland	13,31733472	52,50148069	1	1	0,5	1	1	0	0	1
Wall_120750	Wall CT, Waldstr.	Berlin	Waldstr.	ggü. 89 (0-24 Uhr)	13156	Deutschland	13,40023511	52,58067317	1	1	0,5	1	1	0	0	1
Wall_120751	Wall CT, Fontanestr.	Berlin	Fontanestr.	(0-24 Uhr)	14193	Deutschland	13,263703	52,487504	1	1	0,5	1	1	0	0	1
Wall_120752	Wall CT, S+U-Bhf. Wuhletal, Altentreptower Str.	Berlin	S+U-Bhf. Wuhletal, Altentreptower Str.	(0-24 Uhr)	12621	Deutschland	13,57488685	52,51290074	1	1	0,5	1	1	0	0	1
Wall_120753	Wall CT, U-Bhf. Kienberg, Neue Grottkauer Str.	Berlin	U-Bhf. Kienberg, Neue Grottkauer Str.	(0-24 Uhr)	12619	Deutschland	13,59157784	52,52941862	1	1	0,5	1	1	0	0	1
Wall_120759	Wall CT, Quedlinburger Str.	Berlin	Quedlinburger Str.	hinter 1 (0-24 Uhr)	12627	Deutschland	13,60470183	52,53938547	1	1	0,5	1	1	0	0	1
Wall_120760	Wall CT, Hellersdorfer Str.	Berlin	Hellersdorfer Str.	227 (0-24 Uhr)	12627	Deutschland	13,60107193	52,53581896	1	1	0,5	1	1	0	0	1
Wall_120762	Wall CT, Elsterwerdaer Platz	Berlin	Elsterwerdaer Platz	1-3 (0-24 Uhr)	12683	Deutschland	13,56090832	52,50593948	1	1	0,5	1	1	0	0	1
Wall_120763	Wall CT, Helene-Weigel-Platz	Berlin	Helene-Weigel-Platz	4 (0-24 Uhr)	12681	Deutschland	13,53803013	52,52796839	1	1	0,5	1	1	0	0	1
Wall_120943	Wall CT, Metzer Platz	Berlin	Metzer Platz	ggü. 118 (0-24 Uhr)	13595	Deutschland	13,19701243	52,52440937	1	1	0,5	1	1	0	0	1
Wall_120944	Wall CT, Moritzstr.	Berlin	Moritzstr.	(0-24 Uhr)	13597	Deutschland	13,20111111	52,53833333	1	1	0,5	1	1	0	0	1
Wall_12101	Wall CT, Linkstr.	Berlin	Linkstr.	ggü. 10 (0-24 Uhr)	10785	Deutschland	13,37428942	52,50557041	1	1	0,5	1	0	0	0	2
Wall_121087	Wall CT, Wiltbergstr.	Berlin	Wiltbergstr.	19 (0-24 Uhr)	13125	Deutschland	13,49460645	52,63565558	1	1	0,5	1	1	0	0	1
Wall_121090	Wall CT, Schönhauser Allee	Berlin	Schönhauser Allee	hinter 137 (0-24 Uhr)	10437	Deutschland	13,41194057	52,54305267	1	1	0,5	1	1	0	0	1
Wall_121141	Wall CT, Am Weißen See, Parkstr.	Berlin	Am Weißen See, Parkstr.	ggü. 80 (0-24 Uhr)	13086	Deutschland	13,45874385	52,55557439	1	1	0,5	1	1	0	0	1
Wall_121168	Wall CT, Schillerpromenade	Berlin	Schillerpromenade	37 (0-24 Uhr)	12049	Deutschland	13,42199925	52,47758451	1	1	0,5	1	1	0	0	1
Wall_121169	Wall CT, Sonnenallee	Berlin	Sonnenallee	262 (0-24 Uhr)	12057	Deutschland	13,46431748	52,4703125	1	1	0,5	1	1	0	0	1
Wall_121170	Wall CT, Boddinplatz, Mainzer Str.	Berlin	Boddinplatz, Mainzer Str.	(0-24 Uhr)	12053	Deutschland	13,4284121	52,47991335	1	1	0,5	1	1	0	0	1
Wall_121238	Wall CT, Seestr.	Berlin	Seestr.	94 (0-24 Uhr)	13353	Deutschland	13,35159522	52,55038285	1	1	0,5	1	1	0	0	1
Wall_121945	Wall CT, Savignyplatz	Berlin	Savignyplatz	1 (0-24 Uhr)	10623	Deutschland	13,322725	52,505252	1	1	0,5	1	1	0	0	1
Wall_121946	Wall CT, Schönefelder Chaussee	Berlin	Schönefelder Chaussee	100 (0-24 Uhr)	12524	Deutschland	13,52751847	52,4109873	1	1	0,5	1	1	0	0	1
Wall_121947	Wall CT, Briesingstr.	Berlin	Briesingstr.	ggü. 1 (0-24 Uhr)	12307	Deutschland	13,39849866	52,38651785	1	1	0,5	1	1	0	0	1
Wall_121948	Wall CT, Kurt-Schumacher-Damm	Berlin	Kurt-Schumacher-Damm	(0-24 Uhr)	13627	Deutschland	13,29402034	52,53625419	1	1	0,5	1	1	0	0	1
Wall_121956	Wall CT, Bundesallee, Bundesplatz	Berlin	Bundesallee, Bundesplatz	6 (0-24 Uhr)	10715	Deutschland	13,32828671	52,47900696	1	1	0,5	1	1	0	0	1
Wall_122523	Wall CT, Am Treptower Park	Berlin	Am Treptower Park	ggü. 31-32 (0-24 Uhr)	12435	Deutschland	13,46437459	52,48746676	1	1	0,5	1	1	0	0	1
Wall_122524	Wall CT, S-Bhf. Friedrichshagen, Dahlwitzer Landstr.	Berlin	S-Bhf. Friedrichshagen, Dahlwitzer Landstr.	(0-24 Uhr)	12587	Deutschland	13,62535	52,457726	1	1	0,5	1	1	0	0	1
Wall_122525	Wall CT, Comeniusplatz, Torellstr.	Berlin	Comeniusplatz, Torellstr.	ggü. 1 (0-24 Uhr)	10243	Deutschland	13,44733616	52,51144617	1	1	0,5	1	1	0	0	1
Wall_122526	Wall CT, Traveplatz, Weichselstr.	Berlin	Traveplatz, Weichselstr.	ggü. 13-14 (0-24 Uhr)	10247	Deutschland	13,46902428	52,51123154	1	1	0,5	1	1	0	0	1
Wall_122527	Wall CT, Skalitzer Str.	Berlin	Skalitzer Str.	ggü. 6 (0-24 Uhr)	10997	Deutschland	13,43031102	52,49996024	1	1	0,5	1	1	0	0	1
Wall_122528	Wall CT, Alfred-Scholz-Platz, Richardstr.	Berlin	Alfred-Scholz-Platz, Richardstr.	1 (0-24 Uhr)	12043	Deutschland	13,438141	52,478802	1	1	0,5	1	1	0	0	1
Wall_122530	Wall CT, Turmstr.	Berlin	Turmstr.	ggü. 20a-21 (0-24 Uhr)	10178	Deutschland	13,34809497	52,52609309	1	1	0,5	1	1	0	0	1
Wall_122531	Wall CT, Invalidenstr.	Berlin	Invalidenstr.	ggü. 44 (0-24 Uhr)	10117	Deutschland	13,37816284	52,52895757	1	1	0,5	1	1	0	0	1
Wall_122586	Wall CT, Wittenbergplatz, Ansbacher Str.	Berlin	Wittenbergplatz, Ansbacher Str.	24 (0-24 Uhr)	10789	Deutschland	13,34272706	52,50246763	1	1	0,5	1	1	0	0	1
Wall_12776	Wall CT, Imchenplatz, Imchenallee	Berlin	Imchenplatz, Imchenallee	(0-24 Uhr)	14089	Deutschland	13,14891875	52,452525	1	1	0,2	1	0	0	0	2
Wall_1405	Wall CT, Lewishamstr.	Berlin	Lewishamstr.	(0-24 Uhr)	10627	Deutschland	13,30265926	52,50534718	1	1	0,5	1	0	0	0	2
Wall_2875	Wall CT, Edinburger Str.	Berlin	Edinburger Str.	38 (0-24 Uhr)	13349	Deutschland	13,3483289	52,55611129	1	1	0,5	1	0	0	0	2
Wall_3130	Wall CT, Kranoldplatz, Bendastr.	Berlin	Kranoldplatz, Bendastr.	(0-24 Uhr)	12051	Deutschland	13,43685584	52,46616766	1	1	0,5	1	0	0	0	2
Wall_31827	Wall CT, Helmholtzplatz, Raumerstr.	Berlin	Helmholtzplatz, Raumerstr.	ggü. 9 (0-24 Uhr)	10437	Deutschland	13,41865976	52,54289974	1	1	0,5	1	0	0	0	2
Wall_3351	Wall CT, Arnswalder Platz, Bötzowstr.	Berlin	Arnswalder Platz, Bötzowstr.	ggü. 51 (0-24 Uhr)	10407	Deutschland	13,43710799	52,53359529	1	1	0,5	1	0	0	0	2
Wall_3389	Wall CT, Unter den Linden	Berlin	Unter den Linden	76 (0-24 Uhr)	10117	Deutschland	13,38126945	52,51660919	1	1	0,5	1	0	0	0	2
Wall_3429	Wall CT, Am Falkplatz	Berlin	Am Falkplatz	ggü. 5 (0-24 Uhr)	10437	Deutschland	13,40542608	52,54676503	1	1	0,5	1	0	0	0	2
Wall_3430	Wall CT, Warschauer Str.	Berlin	Warschauer Str.	(0-24 Uhr)	10243	Deutschland	13,45063157	52,50761974	1	1	0,5	1	0	0	0	2
Wall_34517	Wall CT, Trakehner Allee	Berlin	Trakehner Allee	vor ggü. 3 (0-24 Uhr)	14053	Deutschland	13,2435201	52,512991	1	1	0,5	1	0	0	0	2
Wall_34519	Wall CT, Olympischer Platz	Berlin	Olympischer Platz	6 (0-24 Uhr)	14053	Deutschland	13,24459	52,51562	1	1	0,5	1	0	0	0	2
Wall_34521	Wall CT, Trakehner Allee	Berlin	Trakehner Allee	hinter ggü. 7 (0-24 Uhr)	14053	Deutschland	13,240781	52,5121801	1	1	0,5	1	0	0	0	2
Wall_3531	Wall CT, Möllendorffstr.	Berlin	Möllendorffstr.	(0-24 Uhr)	10367	Deutschland	13,47958581	52,5189996	1	1	0,5	1	0	0	0	2
Wall_5004	Wall CT, Kottbusser Tor, Kottbusser Str.	Berlin	Kottbusser Tor, Kottbusser Str.	1 (0-24 Uhr)	10999	Deutschland	13,41819811	52,4986247	1	1	0,2	1	0	0	0	2
Wall_5103	Wall CT, Alt-Tegel	Berlin	Alt-Tegel	1-3 (0-24 Uhr)	13507	Deutschland	13,28278846	52,58985277	1	1	0,5	1	0	0	0	2
Wall_5108	Wall CT, Berliner Allee	Berlin	Berliner Allee	ggü. 160 (0-24 Uhr)	13086	Deutschland	13,46625556	52,55261485	1	1	0,5	1	0	0	0	2
Wall_5120	Wall CT, Potsdamer Str.	Berlin	Potsdamer Str.	109 (0-24 Uhr)	10785	Deutschland	13,36306169	52,49987905	1	1	0,5	1	0	0	0	2
Wall_5133	Wall CT, Weitlingstr.	Berlin	Weitlingstr.	2 (0-24 Uhr)	10317	Deutschland	13,49979154	52,5110008	1	1	0,5	1	0	0	0	2
Wall_5134	Wall CT, S-Bhf. Pankow DB Florastr., Garbatyplatz	Berlin	S-Bhf. Pankow DB Florastr., Garbatyplatz	ggü. 2 (0-24 Uhr)	13187	Deutschland	13,41165058	52,56722589	1	1	0,5	1	0	0	0	2
Wall_5145	Wall CT, Stralsunder Str. (Fußgängerzone)	Berlin	Stralsunder Str. (Fußgängerzone)	61 (0-24 Uhr)	12623	Deutschland	13,39527778	52,53977778	1	1	0,5	1	0	0	0	2
Wall_5146	Wall CT, Thomashöhe, Thomasstr.	Berlin	Thomashöhe, Thomasstr.	ggü. 11-15 (0-24 Uhr)	12053	Deutschland	13,43890576	52,47371414	1	1	0,5	1	0	0	0	2
Wall_5152	Wall CT, Greenwichpromenade	Berlin	Greenwichpromenade	(0-24 Uhr)	13507	Deutschland	13,27262246	52,58902407	1	1	0,5	1	0	0	0	2
Wall_5157	Wall CT, Buschkrugallee	Berlin	Buschkrugallee	(0-24 Uhr)	12359	Deutschland	13,45201026	52,45215771	1	1	0,5	1	0	0	0	2
Wall_5174	Wall CT, Ungarnstr.	Berlin	Ungarnstr.	ggü. 58 (0-24 Uhr)	13349	Deutschland	13,35593646	52,555437	1	1	0,5	1	0	0	0	2
Wall_5176	Wall CT, Waltersdorfer Chaussee	Berlin	Waltersdorfer Chaussee	ggü. 5-7 (0-24 Uhr)	12355	Deutschland	13,49774032	52,41580884	1	1	0,5	1	0	0	0	2
Wall_5191	Wall CT, Hans-Rosenthal-Platz , Kufsteiner Str.	Berlin	Hans-Rosenthal-Platz , Kufsteiner Str.	(0-24 Uhr)	10825	Deutschland	13,33693	52,480497	1	1	0,5	1	0	0	0	2
Wall_5195	Wall CT, Greenwichpromenade	Berlin	Greenwichpromenade	(0-24 Uhr)	13507	Deutschland	13,27259722	52,58909756	1	1	0,5	1	0	0	0	2
Wall_5196	Wall CT, Leopoldplatz, Müllerstr.	Berlin	Leopoldplatz, Müllerstr.	ggü. 150 (0-24 Uhr)	13353	Deutschland	13,3586066	52,5470043	1	1	0,2	1	0	0	0	2
Wall_5197	Wall CT, Breite Str.	Berlin	Breite Str.	35 (0-24 Uhr)	13187	Deutschland	13,40734653	52,57025395	1	1	0,5	1	0	0	0	2
Wall_5205	Wall CT, Berkaer Str.	Berlin	Berkaer Str.	vor 1 (0-24 Uhr)	14199	Deutschland	13,29041806	52,47575169	1	1	0,5	1	0	0	0	2
Wall_5206	Wall CT, Badensche Str.	Berlin	Badensche Str.	29 (0-24 Uhr)	10715	Deutschland	13,32748453	52,48647695	1	1	0,5	1	0	0	0	2
Wall_5212	Wall CT, Rennbahnstr.	Berlin	Rennbahnstr.	ggü. 1-2 (0-24 Uhr)	13086	Deutschland	13,46589437	52,55719695	1	1	0,5	1	0	0	0	2
Wall_5214	Wall CT, Rathaus Spandau, Altstädter Ring	Berlin	Rathaus Spandau, Altstädter Ring	(0-24 Uhr)	13597	Deutschland	13,20042906	52,53547008	1	1	0,2	1	0	0	0	2
Wall_5233	Wall CT, Bosepark, Manteuffelstr.	Berlin	Bosepark, Manteuffelstr.	ggü. 9 (0-24 Uhr)	12103	Deutschland	13,377623	52,463965	1	1	0,5	1	0	0	0	2
Wall_5236	Wall CT, Londoner Str.	Berlin	Londoner Str.	ggü. 1 (0-24 Uhr)	13349	Deutschland	13,33763709	52,55885577	1	1	0,5	1	0	0	0	2
Wall_5238	Wall CT, Pankstr.	Berlin	Pankstr.	(0-24 Uhr)	13357	Deutschland	13,37798815	52,55068347	1	1	0,5	1	0	0	0	2
Wall_5239	Wall CT, Museumsinsel, Am Lustgarten	Berlin	Museumsinsel, Am Lustgarten	(0-24 Uhr)	10178	Deutschland	13,39989808	52,51946733	1	1	0,5	1	0	0	0	2
